COMPANY NAME;;ADDRESS;;CITY;;PROVINCE;;POSTAL CODE
Visionary Solutions LLC;;2553 Quality Lane;;Knoxville;;TN;;37931
Visionary Solutions,LLC/Interstate Ventures,Inc;;2553 Quality Lane;;Knoxville;;TN;;37931
VM Transport Ltd.;;P.O. Box 1138 SW 32 14 17W;;Minnedosa;;Manitoba;;R0J 1E0
WABASH Trailer CENTRE;;None;;None;;None;;None
WALLACE Equipment;;None;;None;;None;;None
WALLACE Equipment-Consignment;;None;;None;;None;;None
Walpole;;32 Industrial Road;;Walpole;;MA;;02081
Walpole;;32 Industrial Road;;Walpole;;MA;;02081
Warranty Parts only;;None;;None;;None;;None
Waschuk Pipeline's;;#127, 39015 Hwy 2A;;Red Deer;;AB;;None
Weaco Equip C/O Berkshire Bridge&Iron Co.;;140 E Housatonic St.;;Dalton;;MA;;01226
Weaco Equipment;;4009 Conrad Weiser Parkway;;Womelsdorf;;PA;;19567
WEACo Equipment - OLD;;None;;None;;None;;None
WENDELL H. STONE;;None;;None;;None;;None
Western FRONT RENTALS;;None;;None;;None;;None
Western Star Amquis;;None;;None;;None;;None
Western Star LEVIS;;None;;None;;None;;None
Western Star TruckS;;None;;None;;None;;None
Western Star TruckS NFLD;;None;;None;;None;;None
Western Truck & Trailer Sales Inc;;1885 South 900 West;;Salt Lake City;;UT;;84104
Western Truck & Trailer Sales Inc.;;1885 South 900 West;;Salt Lake City;;UT;;84101
Wheel TRAC;;None;;None;;None;;None
Wieland Sales Inc.;;3165 Wolf Rd.;;Saginaw;;MI;;48601
Wieland Truck Center;;3165 Wolf Rd;;Saginaw;;MI;;48601
Willrett Farm Equipment;;3354 East 500 Road;;Kansas;;IL;;61933
Willrett Farm Equipment;;7349 Somonauk Rd.;;Hinckley;;IL;;60520-6154
WILLRETT FARM Equipment;;15008 US Hwy 30;;HINCKLEY;;IL;;60520
Willrett Farm Equipment C/O TA Truck Stop;;2021 Eatonton Rd.;;Madison;;Georgia ;;30650
WILSON CoNTRACTING;;None;;None;;None;;None
Wisconsin Farm Tech. Days - Ebert Enterprises LLC;;E5083 County Road K;;Algoma;;WI ;;54201
World of Asphalt - Marshalling Yard;;1147 S. White River Pkwy E. Dr.;;Indianapolis;;IN;;46225
World of Asphalt - Marshalling Yard;;1147 S. White River Pkwy E. Dr.;;Indianapolis;;IN;;46225
WORTHINGTON AG Service;;209 WEST AVENUE, PO BOX 89;;WORTHINGTON;;MO;;63567
Wrights Trucking and Harvesting;;835 Greenwood Road;;Sidney;;NE;;69162
Wrights Trucking and Harvesting;;835 Greenwood Road;;Sidney;;NE;;69162
WRPS;;2355 Stevens Drive;;Richalnd;;WA;;99354
Wyoming;;2655 Burlingame Ave SW Wyoming, MI;;None;;None;;None
Yoder & Frey;;651 West Southport Rd.;;Kissimmee;;FL;;34746
Zeta Freight Forwarding;;13612 North Unitec Drive;;Laredo;;TX;;78045
